Location_ID,Distance,Priority
L1449,0.08,High
L1450,0.08,High
L1451,0.01,High
L1452,0.18,High
L1453,0.03,High
L1454,0.08,High
L1455,0.01,Medium
L1456,0.13,High
L1457,0.08,High
L1458,0.1,High
L1459,0.03,High
L1460,0.04,High
L1461,0.13,High
L1462,0.11,High
L1463,0.11,High
L1464,0.04,Medium
L1465,0.07,High
L1466,0.07,High
L1467,0.16,Medium
L1468,0.01,Medium
L1469,0.16,High
L1470,0.06,Medium
L1471,0.07,High
L1472,0.01,High
L1473,0.11,High
L1474,0.07,High
L1475,0.16,High
L1476,0.04,High
L1477,0.16,Low
L1478,0.18,High
L1479,0.04,High
L1480,0.08,High
L1481,0.01,Medium
L1482,0.06,High
L1483,0.01,High
L1484,0.1,High
L1485,0.08,High
L1486,0.11,Medium
L1487,0.1,High
L1488,0.04,High
L1489,0.07,High
L1490,0.08,High
L1491,0.04,High
L1492,0.11,High
L1493,0.13,High
L1494,0.11,High
L1495,0.1,High
L1496,0.1,Medium
L1497,0.07,High
L1498,0.01,High
L1499,0.03,High
L1500,0.08,High
L1501,0.18,High
L1502,0.07,High
L1503,0.04,High
L1504,0.06,High
L1505,0.11,High
L1506,0.03,High
L1507,0.13,High
L1508,0.11,Medium
L1509,0.04,High
L1510,0.07,High
L1511,0.03,High
L1512,0.08,High
L1513,0.08,High
L1514,0.08,High
L1515,0.03,High
L1516,0.04,Medium
L1517,0.16,High
L1518,0.16,High
L1519,0.01,High
L1520,0.01,High
L1521,0.07,High
L1522,0.16,High
L1523,0.07,Medium
L1524,0.03,High
L1525,0.08,High
L1526,0.1,Medium
L1527,0.07,High
L1528,0.04,High
L1529,0.18,High
L1530,0.16,High
L1531,0.06,High
L1532,0.06,High
L1533,0.1,High
L1534,0.06,High
L1535,0.11,Medium
L1536,0.03,High
L1537,0.08,High
L1538,0.08,High
L1539,0.13,High
L1540,0.07,High
L1541,0.13,High
L1542,0.18,High
L1543,0.18,Low
L1544,0.1,High
L1545,0.01,High
L1546,0.18,High
L1547,0.03,High
L1548,0.06,Medium
L1549,0.1,High
L1550,0.2,High
L1551,0.04,High
L1552,0.07,High
L1553,0.03,High
L1554,0.01,High
L1555,0.07,High
L1556,0.03,High
L1557,0.1,High
L1558,0.1,High
L1559,0.01,High
L1560,0.01,High
L1561,0.07,High
L1562,0.07,High
L1563,0.1,Medium
L1564,0.06,High
L1565,0.08,High
L1566,0.04,High
L1567,0.07,High
L1568,0.04,High
L1569,0.04,Medium
L1570,0.11,Medium
L1571,0.06,High
L1572,0.1,Medium
L1573,0.13,High
L1574,0.04,Low
L1575,0.13,Medium
L1576,0.1,High
L1577,0.07,High
L1578,0.13,High
L1579,0.1,High
L1580,0.2,High
L1581,0.18,High
L1582,0.07,High
L1583,0.07,Medium
L1584,0.06,High
L1585,0.04,High
L1586,0.18,High
L1587,0.11,High
L1588,0.04,High
L1589,0.01,High
L1590,0.08,High
L1591,0.18,High
L1592,0.03,High
L1593,0.03,High
L1594,0.11,Low
L1595,0.01,High
L1596,0.04,High
L1597,0.06,High
L1598,0.01,High
L1599,0.16,High
L1600,0.04,High
L1601,0.01,High
L1602,0.1,Low
L1603,0.13,High
L1604,0.06,High
L1605,0.06,High
L1606,0.18,High
L1607,0.08,High
L1608,0.04,High
L1609,0.06,High
L1610,0.11,High
L1611,0.08,High
L1612,0.1,High
L1613,0.04,High
L1614,0.01,Medium
L1615,0.1,High
L1616,0.07,High
L1617,0.08,High
L1618,0.13,High
L1619,0.03,High
L1620,0.08,High
L1621,0.07,High
L1622,0.16,High
L1623,0.03,High
L1624,0.13,High
L1625,0.08,High
L1626,0.13,High
L1627,0.03,High
L1628,0.07,Medium
L1629,0.04,High
L1630,0.01,High
L1631,0.06,High
L1632,0.11,Medium
L1633,0.04,High
L1634,0.03,High
L1635,0.1,High
L1636,0.16,Low
L1637,0.16,High
L1638,0.04,High
L1639,0.16,High
L1640,0.16,High
L1641,0.03,High
L1642,0.08,High
L1643,0.13,High
L1644,0.06,High
L1645,0.01,High
L1646,0.04,High
L1647,0.1,High
L1648,0.04,High
L1649,0.11,High
L1650,0.06,High
L1651,0.03,High
L1652,0.11,High
L1653,0.03,High
L1654,0.01,High
L1655,0.1,Medium
L1656,0.03,Medium
L1657,0.08,High
L1658,0.13,High
L1659,0.13,Medium
L1660,0.01,High
L1661,0.11,High
L1662,0.03,High
L1663,0.07,High
L1664,0.07,Medium
L1665,0.01,Medium
L1666,0.13,High
L1667,0.01,High
L1668,0.06,High
L1669,0.18,Low
L1670,0.13,Medium
L1671,0.03,High
L1672,0.18,Medium
L1673,0.13,High
L1674,0.03,High
L1675,0.04,High
L1676,0.08,High
L1677,0.06,High
L1678,0.01,High
L1679,0.03,High
L1680,0.16,High
L1681,0.08,Medium
L1682,0.04,High
L1683,0.18,High
L1684,0.11,Medium
L1685,0.16,High
L1686,0.07,Medium
L1687,0.06,High
L1688,0.08,High
L1689,0.16,Medium
L1690,0.13,High
L1691,0.04,High
L1692,0.1,Medium
L1693,0.18,High
L1694,0.13,Medium
L1695,0.07,High
L1696,0.01,High
L1697,0.11,Low
L1698,0.11,High
L1699,0.16,Low
L1700,0.16,High
L1701,0.04,High
L1702,0.07,High
L1703,0.1,High
L1704,0.06,High
L1705,46.48,High
L1706,0.13,High
L1707,0.04,High
L1708,0.01,High
L1709,0.11,High
L1710,0.04,High
L1711,0.16,High
L1712,0.03,High
L1713,0.08,High
L1714,0.08,High
L1715,0.18,High
L1716,0.16,High
L1717,0.01,High
L1718,0.06,High
L1719,0.13,High
L1720,0.18,High
L1721,0.07,High
L1722,0.06,High
L1723,0.1,High
L1724,0.01,High
L1725,0.01,High
L1726,0.13,High
L1727,0.1,High
L1728,0.11,High
L1729,0.1,High
L1730,0.07,Medium
L1731,0.04,Medium
L1732,0.03,High
L1733,0.03,High
L1734,0.03,High
L1735,0.18,High
L1736,0.11,High
L1737,0.04,High
L1738,0.04,High
L1739,0.11,High
L1740,0.1,High
L1741,0.13,High
L1742,0.16,Medium
L1743,0.13,High
L1744,0.04,High
L1745,0.07,High
L1746,0.06,Medium
L1747,0.04,High
L1748,0.11,High
L1749,0.18,High
L1750,0.07,High
L1751,0.16,High
L1752,0.1,High
L1753,0.08,High
L1754,0.1,High
L1755,0.18,Low
L1756,0.18,High
L1757,0.03,High
L1758,0.11,Medium
L1759,0.03,High
L1760,0.16,High
L1761,0.03,High
L1762,0.04,High
L1763,0.04,High
L1764,0.06,High
L1765,0.01,High
L1766,0.01,High
L1767,0.13,High
L1768,0.11,High
L1769,0.07,High
L1770,0.11,High
L1771,0.06,Medium
L1772,0.08,High
L1773,0.06,High
L1774,0.16,High
L1775,0.16,Medium
L1776,0.1,High
L1777,0.13,Low
L1778,0.11,Low
L1779,0.18,Low
L1780,0.03,High
L1781,0.07,High
L1782,0.07,Medium
L1783,0.16,High
L1784,0.03,Medium
L1785,0.16,High
L1786,0.08,High
L1787,0.03,High
L1788,0.18,High
L1789,0.04,Medium
L1790,0.2,High
L1791,0.11,Medium
L1792,0.07,High
L1793,0.03,High
L1794,0.03,High
L1795,0.07,High
L1796,0.07,High
L1797,0.01,Medium
L1798,0.01,High
L1799,0.07,High
L1800,0.07,High
L1801,0.08,High
L1802,0.16,High
L1803,0.06,High
L1804,0.18,High
L1805,0.06,High
L1806,0.04,Medium
L1807,0.06,High
L1808,0.03,High
L1809,0.08,High
L1810,0.16,High
L1811,0.07,High
L1812,0.06,High
L1813,0.11,High
L1814,0.06,High
L1815,0.04,High
L1816,0.01,High
L1817,0.08,High
L1818,0.01,High
L1819,0.16,High
L1820,0.16,High
L1821,0.18,High
L1822,0.03,Medium
L1823,0.18,High
L1824,0.03,High
L1825,0.13,Low
L1826,0.18,High
L1827,0.04,High
L1828,0.08,Medium
L1829,0.08,High
L1830,0.18,High
L1831,0.06,High
L1832,0.01,High
L1833,0.1,High
L1834,0.1,High
L1835,0.01,High
L1836,0.04,High
L1837,0.18,High
L1838,0.11,High
L1839,0.18,High
L1840,0.01,High
L1841,0.1,High
L1842,0.11,High
L1843,0.18,High
L1844,0.1,High
L1845,0.1,High
L1846,0.06,High
L1847,0.01,High
L1848,0.01,High
L1849,0.18,High
L1850,0.11,High
L1851,0.08,High
L1852,0.11,High
L1853,0.03,High
L1854,0.11,High
L1855,0.11,High
L1856,0.03,High
L1857,0.18,High
L1858,0.04,Medium
L1859,0.07,High
L1860,0.07,High
L1861,0.16,High
L1862,0.03,High
L1863,0.06,High
L1864,0.01,High
L1865,0.04,High
L1866,0.06,High
L1867,0.06,High
L1868,0.06,High
L1869,0.18,Medium
L1870,0.18,Low
L1871,0.2,High
L1872,0.18,High
L1873,0.16,High
L1874,0.13,Medium
L1875,0.01,High
L1876,0.04,High
L1877,0.07,Medium
L1878,0.13,High
L1879,0.06,High
L1880,0.03,Medium
L1881,0.11,High
L1882,0.03,High
L1883,0.03,Medium
L1884,0.07,High
L1885,0.13,Medium
L1886,0.16,High
L1887,0.1,High
L1888,0.07,High
L1889,0.11,High
L1890,0.04,High
L1891,0.18,High
L1892,0.07,High
L1893,45.09,Medium
L1894,0.16,Low
L1895,0.11,High
L1896,0.1,High
L1897,0.1,High
L1898,0.01,Medium
L1899,0.16,High
L1900,0.2,High
L1901,0.13,High
L1902,0.03,High
L1903,0.16,High
L1904,0.03,High
L1905,0.1,Medium
L1906,0.13,Low
L1907,0.11,High
L1908,0.16,Low
L1909,0.01,High
L1910,0.18,High
L1911,0.16,High
L1912,0.06,Medium
L1913,0.1,High
L1914,0.01,High
L1915,0.03,Medium
L1916,0.04,High
L1917,0.06,High
L1918,0.16,High
L1919,0.13,Medium
L1920,0.06,Medium
L1921,0.07,High
L1922,0.16,Medium
L1923,0.06,High
L1924,0.01,High
L1925,0.1,High
L1926,0.01,High
L1927,0.08,High
L1928,0.04,High
L1929,0.13,High
L1930,0.08,High
L1931,0.04,High
L1932,0.01,High
L1933,0.07,High
L1934,0.06,Medium
L1935,0.16,Medium
L1936,0.18,Medium
L1937,0.01,High
L1938,0.18,High
L1939,0.04,High
L1940,0.18,High
L1941,0.06,High
L1942,0.01,High
L1943,0.13,High
L1944,0.07,High
L1945,0.06,High
L1946,0.18,High
L1947,0.11,High
L1948,0.16,Medium
L1949,0.07,Medium
L1950,0.06,High
L1951,0.18,High
L1952,0.18,High
L1953,0.13,High
L1954,0.11,Low
L1955,0.03,High
L1956,0.1,Medium
L1957,0.1,Medium
L1958,0.04,High
L1959,0.13,Low
L1960,0.16,High
L1961,0.16,High
L1962,0.1,High
L1963,0.06,High
L1964,0.07,High
L1965,0.1,High
L1966,0.11,High
L1967,0.04,High
L1968,0.07,High
L1969,0.06,Medium
L1970,0.18,High
L1971,0.04,High
L1972,0.13,High
L1973,0.18,High
L1974,0.08,High
L1975,0.11,High
L1976,0.18,High
L1977,0.11,High
L1978,0.16,High
L1979,0.13,High
L1980,0.01,Medium
L1981,0.03,High
L1982,0.13,Medium
L1983,0.07,High
L1984,0.08,High
L1985,0.06,High
L1986,0.08,High
L1987,0.04,Medium
L1988,0.18,Medium
L1989,0.11,High
L1990,0.01,High
L1991,0.11,High
L1992,0.06,High
L1993,0.07,High
L1994,0.1,High
L1995,0.03,High
L1996,0.03,High
L1997,0.1,High
L1998,0.06,Medium
L1999,0.04,High
L2000,0.11,High
L2001,0.18,Medium
L2002,0.11,High
L2003,0.1,High
L2004,0.18,Low
L2005,0.04,High
L2006,0.04,High
L2007,0.1,High
L2008,0.07,High
L2009,0.11,High
L2010,0.04,High
L2011,0.08,High
L2012,0.13,Medium
L2013,30.36,High
L2014,0.18,High
L2015,0.06,High
L2016,0.03,High
L2017,0.13,High
L2018,0.11,Medium
L2019,0.07,Medium
L2020,0.11,High
L2021,0.08,High
L2022,0.04,High
L2023,0.13,Low
L2024,0.1,High
L2025,0.01,High
L2026,0.18,High
L2027,0.07,High
L2028,0.08,Medium
L2029,0.1,Low
L2030,0.04,High
L2031,0.08,Medium
L2032,0.04,High
L2033,0.01,High
L2034,0.2,High
L2035,0.16,High
L2036,0.04,High
L2037,0.08,Medium
L2038,0.01,Medium
L2039,0.11,High
L2040,0.04,High
L2041,0.18,High
L2042,0.04,High
L2043,0.1,High
L2044,0.18,High
L2045,0.07,High
L2046,0.16,High
L2047,0.04,High
L2048,0.04,High
L2049,19.93,High
L2050,0.11,High
L2051,0.08,High
L2052,0.01,High
L2053,0.06,High
L2054,0.08,Medium
L2055,0.08,Medium
L2056,0.16,High
L2057,0.06,Medium
L2058,0.04,High
L2059,0.07,High
L2060,0.07,High
L2061,0.04,Medium
L2062,0.13,Medium
L2063,0.07,High
L2064,0.18,Medium
L2065,0.1,Medium
L2066,0.06,High
L2067,0.03,High
L2068,0.16,High
L2069,0.03,High
L2070,0.18,High
L2071,0.13,High
L2072,0.03,High
L2073,0.2,High
L2074,0.18,High
L2075,0.08,High
L2076,0.06,Medium
L2077,0.01,High
L2078,0.18,High
L2079,0.01,High
L2080,0.1,High
L2081,0.16,High
L2082,0.1,High
L2083,0.08,High
L2084,0.13,High
L2085,0.18,High
L2086,0.16,Medium
L2087,0.11,High
L2088,0.08,High
L2089,0.16,High
L2090,0.18,High
L2091,0.2,Medium
L2092,0.04,High
L2093,0.07,High
L2094,0.13,High
L2095,0.18,High
L2096,0.1,High
L2097,0.03,High
L2098,0.18,Low
L2099,0.06,High
L2100,0.18,High
L2101,0.16,High
L2102,0.2,High
L2103,0.18,Medium
L2104,0.16,High
L2105,0.03,High
L2106,0.11,High
L2107,0.04,High
L2108,0.04,High
L2109,31.08,Medium
L2110,0.18,High
L2111,0.13,High
L2112,0.11,High
L2113,0.03,High
L2114,0.11,High
L2115,0.07,High
L2116,0.11,High
L2117,0.03,High
L2118,0.03,High
L2119,0.07,Medium
L2120,0.13,Medium
L2121,0.04,High
L2122,0.06,High
L2123,0.01,High
L2124,0.11,High
L2125,0.1,High
L2126,0.16,High
L2127,0.06,High
L2128,0.11,High
L2129,0.13,High
L2130,0.1,Medium
L2131,0.1,Low
L2132,0.18,High
L2133,0.13,High
L2134,0.08,High
L2135,0.01,High
L2136,0.03,High
L2137,0.04,Medium
L2138,0.18,Medium
L2139,0.11,Medium
L2140,0.07,High
L2141,0.16,High
L2142,0.11,Medium
L2143,0.08,High
L2144,0.13,High
L2145,0.04,High
L2146,0.06,High
L2147,0.16,High
L2148,0.07,High
L2149,0.04,High
L2150,0.01,High
L2151,0.03,Medium
L2152,0.01,Medium
L2153,0.01,High
L2154,0.16,High
L2155,0.08,High
L2156,0.1,High
L2157,0.16,High
L2158,0.04,High
L2159,0.01,High
L2160,0.18,High
L2161,0.06,High
L2162,0.03,High
L2163,0.16,High
L2164,0.1,Medium
L2165,0.01,High
L2166,0.11,High
L2167,0.08,High
L2168,0.01,Medium
L2169,0.11,High
L2170,0.08,Medium
L2171,0.03,High
L2172,0.11,High
L2173,0.01,High
L2174,0.18,Low
L2175,0.16,High
L2176,0.16,Medium
L2177,0.1,Medium
L2178,0.2,High
L2179,0.16,High
L2180,0.08,High
L2181,0.03,Medium
L2182,0.18,High
L2183,0.1,High
L2184,0.1,High
L2185,0.16,High
L2186,0.04,High
L2187,0.1,High
L2188,0.08,High
L2189,0.11,High
L2190,0.08,High
L2191,0.03,High
L2192,0.01,High
L2193,0.13,High
L2194,0.06,High
L2195,0.07,High
L2196,0.13,High
L2197,0.13,High
L2198,0.06,High
L2199,31.22,High
L2200,0.06,High
L2201,0.11,High
L2202,0.11,High
L2203,0.01,High
L2204,0.04,High
L2205,0.18,High
L2206,0.04,High
L2207,0.18,High
L2208,0.08,High
L2209,0.01,High
L2210,0.11,Medium
L2211,0.06,High
L2212,0.16,High
L2213,0.16,High
L2214,0.18,Medium
L2215,0.2,High
L2216,0.13,Medium
L2217,0.16,High
L2218,0.1,High
L2219,0.11,High
L2220,0.16,High
L2221,0.04,Medium
L2222,0.01,High
L2223,0.13,Medium
L2224,0.18,Medium
L2225,0.1,High
L2226,0.07,High
L2227,0.04,High
L2228,0.06,Medium
L2229,0.13,High
L2230,0.03,High
L2231,0.13,High
L2232,0.1,High
L2233,0.07,High
L2234,0.01,High
L2235,0.04,High
L2236,0.01,High
L2237,0.04,High
L2238,0.13,High
L2239,0.03,Medium
L2240,0.03,High
L2241,0.1,High
L2242,0.1,High
L2243,0.13,Medium
L2244,0.07,High
L2245,0.07,High
L2246,0.03,High
L2247,0.08,High
L2248,0.07,High
L2249,0.07,Medium
L2250,0.18,High
L2251,0.18,High
L2252,0.16,High
L2253,0.06,High
L2254,0.08,High
L2255,0.16,High
L2256,0.11,High
L2257,0.16,High
L2258,0.01,High
L2259,0.16,High
L2260,0.18,High
L2261,0.01,High
L2262,0.07,High
L2263,0.03,High
L2264,0.07,Medium
L2265,0.11,High
L2266,0.1,Medium
L2267,0.07,High
L2268,0.13,High
L2269,0.08,High
L2270,0.16,High
L2271,0.01,Medium
L2272,0.16,High
L2273,0.16,High
L2274,0.11,Medium
L2275,0.1,High
L2276,0.06,High
L2277,0.06,High
L2278,0.1,Low
L2279,0.01,High
L2280,0.04,High
L2281,0.18,High
L2282,0.04,High
L2283,53.87,Low
L2284,0.04,High
L2285,0.01,High
L2286,0.03,High
L2287,0.18,High
L2288,0.18,High
L2289,0.13,High
L2290,0.11,Medium
L2291,0.16,High
L2292,0.06,High
L2293,0.1,Medium
L2294,0.03,High
L2295,0.18,Medium
L2296,0.2,High
L2297,0.08,High
L2298,0.01,High
L2299,0.04,High
L2300,0.16,High
L2301,0.04,High
L2302,0.18,Medium
L2303,0.1,Low
L2304,0.06,Medium
L2305,0.1,High
L2306,0.11,Medium
L2307,0.18,High
L2308,0.11,High
L2309,0.04,Medium
L2310,0.1,Medium
L2311,0.18,High
L2312,0.06,High
L2313,0.1,High
L2314,0.03,High
L2315,0.08,High
L2316,0.01,High
L2317,0.01,High
L2318,0.07,High
L2319,0.13,High
L2320,0.04,High
L2321,0.04,High
L2322,0.16,High
L2323,0.1,High
L2324,0.18,High
L2325,0.18,High
L2326,0.08,High
L2327,0.03,High
L2328,0.1,High
L2329,0.2,High
L2330,0.08,High
L2331,0.18,High
L2332,0.13,High
L2333,0.11,High
L2334,0.07,High
L2335,0.11,High
L2336,0.03,High
L2337,0.18,High
L2338,0.18,High
L2339,0.2,High
L2340,0.03,High
L2341,0.06,Medium
L2342,0.18,High
L2343,0.08,High
L2344,0.13,High
L2345,0.03,High
L2346,0.06,High
L2347,0.04,High
L2348,0.1,High
L2349,0.13,High
L2350,0.01,High
L2351,0.07,High
L2352,0.01,Medium
L2353,0.07,Medium
L2354,0.08,High
L2355,0.07,High
L2356,0.04,High
L2357,0.08,High
L2358,0.08,High
L2359,0.07,High
L2360,0.07,High
L2361,0.16,Medium
L2362,0.1,High
L2363,0.1,High
L2364,0.06,Medium
L2365,0.01,High
L2366,0.06,High
L2367,0.06,High
L2368,0.06,High
L2369,0.08,High
L2370,0.08,Medium
L2371,0.08,High
L2372,0.1,High
L2373,0.01,High
L2374,0.16,Medium
L2375,0.04,High
L2376,0.07,Medium
L2377,0.07,High
L2378,0.06,Medium
L2379,0.13,High
L2380,0.06,Medium
L2381,0.11,High
L2382,0.03,High
L2383,0.13,High
L2384,0.13,Medium
L2385,0.11,Low
L2386,0.08,Medium
L2387,0.06,High
L2388,0.07,High
L2389,0.06,High
L2390,0.01,High
L2391,0.01,High
L2392,0.01,High
L2393,0.08,High
L2394,0.07,High
L2395,0.16,Medium
L2396,0.18,Medium
L2397,0.1,High
L2398,0.07,High
L2399,0.08,Medium
L2400,0.01,High
L2401,0.18,Medium
L2402,0.08,High
L2403,0.07,High
L2404,0.04,High
L2405,0.13,High
L2406,0.16,High
L2407,0.08,High
L2408,0.06,High
L2409,0.1,High
L2410,0.1,High
L2411,0.13,Low
L2412,0.03,High
L2413,0.04,High
L2414,0.11,High
L2415,0.18,Medium
L2416,0.11,High
L2417,0.1,High
L2418,0.04,High
L2419,0.01,High
L2420,0.07,High
L2421,0.1,Medium
L2422,0.18,High
L2423,0.03,High
L2424,0.06,High
L2425,0.1,High
L2426,0.07,High
L2427,0.03,Medium
L2428,0.06,High
L2429,0.13,Medium
L2430,0.16,High
L2431,0.03,High
L2432,0.1,High
L2433,0.1,High
L2434,0.01,Medium
L2435,0.13,High
L2436,0.18,High
L2437,0.11,Medium
L2438,0.06,High
L2439,0.01,High
L2440,0.01,Medium
L2441,0.11,Low
L2442,0.01,Medium
L2443,0.06,High
L2444,0.04,High
L2445,0.03,High
L2446,0.13,High
L2447,0.16,Medium
L2448,0.06,Medium
L2449,0.03,High
L2450,0.08,High
L2451,0.01,High
L2452,0.06,High
L2453,0.11,Medium
L2454,0.04,High
L2455,0.01,Medium
L2456,0.07,High
L2457,0.11,High
L2458,0.11,High
L2459,0.08,High
L2460,0.11,High
L2461,0.03,High
L2462,0.04,High
L2463,0.03,High
L2464,0.04,High
L2465,0.16,High
L2466,0.07,High
L2467,0.1,High
L2468,0.16,Medium
L2469,0.13,Low
L2470,0.16,High
L2471,0.07,High
L2472,0.04,High
L2473,0.08,High
L2474,0.18,High
L2475,0.16,Medium
L2476,0.03,Medium
L2477,0.07,High
L2478,0.11,High
L2479,0.16,High
L2480,0.06,High
L2481,0.13,High
L2482,0.16,High
L2483,0.16,High
L2484,0.07,High
L2485,0.08,High
L2486,0.11,Medium
L2487,0.06,High
L2488,0.01,High
L2489,0.18,High
L2490,0.16,High
L2491,0.01,High
L2492,0.11,High
L2493,0.06,Medium
L2494,0.04,High
L2495,0.01,High
L2496,0.18,High
L2497,0.16,High
L2498,0.13,Medium
L2499,0.03,High
L2500,0.03,High
L2501,0.03,High
L2502,0.11,High
L2503,0.04,High
L2504,0.13,High
L2505,0.2,High
L2506,0.07,High
L2507,0.13,High
L2508,0.06,High
L2509,0.04,High
L2510,0.11,High
L2511,0.13,High
L2512,0.18,High
L2513,0.06,High
L2514,0.16,High
L2515,0.01,High
L2516,0.18,High
L2517,0.13,Medium
L2518,0.08,High
L2519,0.08,High
L2520,0.04,High
L2521,0.04,High
L2522,0.08,High
L2523,61.88,High
L2524,0.18,High
L2525,0.11,Medium
L2526,0.07,High
L2527,0.06,Medium
L2528,0.04,High
L2529,0.04,Medium
L2530,0.08,High
L2531,0.18,High
L2532,0.06,High
L2533,0.11,High
L2534,0.16,High
L2535,0.08,High
L2536,0.04,High
L2537,0.01,High
L2538,0.13,High
L2539,0.18,High
L2540,0.1,High
L2541,0.1,High
L2542,0.01,High
L2543,0.18,Low
L2544,0.18,High
L2545,0.16,Medium
L2546,0.06,High
L2547,0.11,High
L2548,0.06,High
L2549,0.18,High
L2550,0.06,Medium
L2551,0.06,High
L2552,0.13,High
L2553,0.13,High
L2554,0.03,Medium
L2555,0.11,High
L2556,0.11,Medium
L2557,0.16,Medium
L2558,0.2,Medium
L2559,0.06,High
L2560,0.07,High
L2561,0.07,High
L2562,0.03,High
L2563,0.08,High
L2564,0.04,Low
L2565,0.08,High
L2566,0.04,High
L2567,0.03,High
L2568,0.03,Medium
L2569,0.06,High
L2570,0.06,High
L2571,0.2,High
L2572,0.13,Medium
L2573,0.1,Medium
L2574,0.16,High
L2575,0.16,Low
L2576,0.03,High
L2577,0.01,High
L2578,0.04,High
L2579,0.1,High
L2580,0.03,High
L2581,0.18,Medium
L2582,0.16,Medium
L2583,0.04,Medium
L2584,0.06,High
L2585,0.04,High
L2586,0.04,High
L2587,0.16,High
L2588,0.01,High
L2589,0.01,High
L2590,0.04,High
L2591,0.16,High
L2592,0.13,High
L2593,0.13,High
L2594,0.13,Medium
L2595,0.16,High
L2596,0.16,High
L2597,0.13,Low
L2598,0.08,High
L2599,0.06,High
L2600,0.06,High
L2601,0.07,High
L2602,0.13,High
L2603,0.08,Medium
L2604,0.16,High
L2605,0.01,High
L2606,0.11,High
L2607,0.04,High
L2608,0.08,High
L2609,0.01,High
L2610,0.2,High
L2611,0.08,High
L2612,0.07,Medium
L2613,0.18,High
L2614,0.01,High
L2615,0.01,High
L2616,0.06,High
L2617,0.01,High
L2618,0.1,High
L2619,0.16,Medium
L2620,0.13,High
L2621,0.08,High
L2622,0.03,High
L2623,0.08,High
L2624,0.11,High
L2625,0.08,High
L2626,0.07,High
L2627,0.01,High
L2628,0.07,High
L2629,0.16,High
L2630,0.2,High
L2631,0.08,High
L2632,0.11,Low
L2633,0.13,High
L2634,0.11,High
L2635,0.03,High
L2636,0.06,High
L2637,20.04,High
L2638,0.18,High
L2639,0.16,High
L2640,0.04,High
L2641,0.01,Medium
L2642,0.11,High
L2643,0.16,High
L2644,0.16,High
L2645,0.06,High
L2646,0.13,High
L2647,0.04,High
L2648,0.13,High
L2649,0.04,High
L2650,0.01,High
L2651,0.08,Medium
L2652,0.07,Medium
L2653,0.11,High
L2654,0.11,High
L2655,0.18,Medium
L2656,0.06,High
L2657,0.1,High
L2658,0.03,High
L2659,0.03,Medium
L2660,0.07,High
L2661,0.06,High
L2662,0.1,Low
L2663,0.04,High
L2664,0.1,High
L2665,0.03,High
L2666,0.16,High
L2667,0.06,Medium
L2668,0.11,High
L2669,0.16,High
L2670,0.04,High
L2671,0.03,Medium
L2672,0.06,Medium
L2673,46.45,High
L2674,0.07,High
L2675,0.16,High
L2676,0.08,High
L2677,0.16,High
L2678,0.06,High
L2679,0.11,Medium
L2680,0.13,High
L2681,0.13,High
L2682,0.01,High
L2683,0.03,Medium
L2684,0.13,High
L2685,0.1,High
L2686,0.1,Medium
L2687,0.01,Medium
L2688,0.13,High
L2689,0.13,High
L2690,0.16,Medium
L2691,0.03,High
L2692,0.18,Medium
L2693,0.06,High
L2694,0.18,Low
L2695,0.13,Medium
L2696,0.16,High
L2697,0.06,High
L2698,0.08,High
L2699,0.01,High
L2700,0.08,High
L2701,0.13,High
L2702,0.1,Medium
L2703,0.18,High
L2704,0.03,High
L2705,0.13,Medium
L2706,0.11,High
L2707,0.11,Medium
L2708,0.01,Medium
L2709,0.11,High
L2710,0.01,High
L2711,0.18,High
L2712,0.06,High
L2713,0.08,High
L2714,0.03,High
L2715,0.04,High
L2716,0.08,High
L2717,0.16,Medium
L2718,0.06,High
L2719,0.01,High
L2720,0.03,High
L2721,0.03,High
L2722,0.03,High
L2723,0.08,High
L2724,0.01,High
L2725,0.07,High
L2726,0.1,High
L2727,0.08,High
L2728,0.01,High
L2729,0.04,High
L2730,0.03,High
L2731,0.06,High
L2732,0.08,Medium
L2733,0.13,High
L2734,0.18,High
L2735,0.01,High
L2736,0.13,High
L2737,0.08,High
L2738,0.13,High
L2739,0.03,High
L2740,0.1,High
L2741,0.18,High
L2742,0.06,High
L2743,0.07,Medium
L2744,0.06,Medium
L2745,0.06,High
L2746,0.06,High
L2747,0.18,High
L2748,0.13,Medium
L2749,0.13,High
L2750,0.13,High
L2751,0.03,Medium
L2752,0.06,High
L2753,0.18,High
L2754,0.07,High
L2755,0.08,High
L2756,0.03,High
L2757,0.11,High
L2758,0.03,High
L2759,0.16,High
L2760,0.13,High
L2761,0.01,Medium
L2762,0.08,High
L2763,0.18,High
L2764,0.08,High
L2765,0.03,Medium
L2766,0.11,Low
L2767,0.04,High
L2768,0.01,High
L2769,0.06,High
L2770,0.07,High
L2771,0.1,High
L2772,0.08,High
L2773,0.07,High
L2774,0.11,High
L2775,0.07,High
L2776,0.08,Low
L2777,0.11,High
L2778,0.04,High
L2779,61.9,High
L2780,0.2,High
L2781,0.07,High
L2782,0.08,Medium
L2783,0.08,High
L2784,0.11,High
L2785,0.06,High
L2786,0.16,Medium
L2787,0.04,High
L2788,0.08,High
L2789,0.08,High
L2790,0.07,High
L2791,0.16,Medium
L2792,0.18,High
L2793,0.03,High
L2794,0.04,High
L2795,0.1,High
L2796,0.07,High
L2797,0.03,High
L2798,0.01,Medium
